ID,Year,Cities,Violation,Violation_ID,Crime_incidents,location_year
15338,2020,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,5.0,2020_Kingston
15339,2021,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,3.0,2021_Kingston
15340,2022,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,6.0,2022_Kingston
15341,2023,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,6.0,2023_Kingston
15353,2013,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,1.0,2013_Kingston
15354,2014,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2014_Kingston
15355,2015,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,3.0,2015_Kingston
15356,2016,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2016_Kingston
15357,2017,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,2.0,2017_Kingston
15358,2018,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2018_Kingston
15359,2019,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2019_Kingston
15360,2020,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,5.0,2020_Kingston
15361,2021,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,3.0,2021_Kingston
15362,2022,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,6.0,2022_Kingston
15363,2023,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,6.0,2023_Kingston
15375,2013,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2013_Kingston
15376,2014,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2014_Kingston
15377,2015,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2015_Kingston
15378,2016,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2016_Kingston
15379,2017,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2017_Kingston
15380,2018,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2018_Kingston
15381,2019,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2019_Kingston
15382,2020,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2020_Kingston
15383,2021,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2021_Kingston
15384,2022,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2022_Kingston
15385,2023,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2023_Kingston
15397,2013,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2013_Kingston
15398,2014,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2014_Kingston
15399,2015,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2015_Kingston
15400,2016,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2016_Kingston
15401,2017,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2017_Kingston
15402,2018,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2018_Kingston
15403,2019,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2019_Kingston
15404,2020,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2020_Kingston
15405,2021,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2021_Kingston
15406,2022,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2022_Kingston
15407,2023,Kingston,"Sexual assault, level 2, weapon or bodily harm ",1320,0.0,2023_Kingston
15419,2013,Kingston,"Sexual assault, level 1 ",1330,148.0,2013_Kingston
15420,2014,Kingston,"Sexual assault, level 1 ",1330,116.0,2014_Kingston
15421,2015,Kingston,"Sexual assault, level 1 ",1330,103.0,2015_Kingston
15422,2016,Kingston,"Sexual assault, level 1 ",1330,104.0,2016_Kingston
15423,2017,Kingston,"Sexual assault, level 1 ",1330,164.0,2017_Kingston
15424,2018,Kingston,"Sexual assault, level 1 ",1330,213.0,2018_Kingston
15425,2019,Kingston,"Sexual assault, level 1 ",1330,164.0,2019_Kingston
15426,2020,Kingston,"Sexual assault, level 1 ",1330,132.0,2020_Kingston
15427,2021,Kingston,"Sexual assault, level 1 ",1330,145.0,2021_Kingston
15428,2022,Kingston,"Sexual assault, level 1 ",1330,141.0,2022_Kingston
15429,2023,Kingston,"Sexual assault, level 1 ",1330,193.0,2023_Kingston
15463,2013,Kingston,"Sexual assault, level 1 ",1330,,2013_Kingston
15464,2014,Kingston,"Sexual assault, level 1 ",1330,,2014_Kingston
15465,2015,Kingston,"Sexual assault, level 1 ",1330,,2015_Kingston
15466,2016,Kingston,"Sexual assault, level 1 ",1330,,2016_Kingston
15467,2017,Kingston,"Sexual assault, level 1 ",1330,16.0,2017_Kingston
15468,2018,Kingston,"Sexual assault, level 1 ",1330,13.0,2018_Kingston
15469,2019,Kingston,"Sexual assault, level 1 ",1330,11.0,2019_Kingston
15470,2020,Kingston,"Sexual assault, level 1 ",1330,9.0,2020_Kingston
15471,2021,Kingston,"Sexual assault, level 1 ",1330,9.0,2021_Kingston
15472,2022,Kingston,"Sexual assault, level 1 ",1330,5.0,2022_Kingston
15473,2023,Kingston,"Sexual assault, level 1 ",1330,4.0,2023_Kingston
15485,2013,Kingston,"Sexual assault, level 1 ",1330,92.0,2013_Kingston
15486,2014,Kingston,"Sexual assault, level 1 ",1330,75.0,2014_Kingston
15487,2015,Kingston,"Sexual assault, level 1 ",1330,58.0,2015_Kingston
15488,2016,Kingston,"Sexual assault, level 1 ",1330,64.0,2016_Kingston
15489,2017,Kingston,"Sexual assault, level 1 ",1330,96.0,2017_Kingston
15490,2018,Kingston,"Sexual assault, level 1 ",1330,101.0,2018_Kingston
15491,2019,Kingston,"Sexual assault, level 1 ",1330,77.0,2019_Kingston
15492,2020,Kingston,"Sexual assault, level 1 ",1330,65.0,2020_Kingston
15493,2021,Kingston,"Sexual assault, level 1 ",1330,64.0,2021_Kingston
15494,2022,Kingston,"Sexual assault, level 1 ",1330,66.0,2022_Kingston
15495,2023,Kingston,"Sexual assault, level 1 ",1330,118.0,2023_Kingston
15496,2013,Kingston,"Sexual assault, level 1 ",1330,62.0,2013_Kingston
15497,2014,Kingston,"Sexual assault, level 1 ",1330,49.0,2014_Kingston
15498,2015,Kingston,"Sexual assault, level 1 ",1330,37.0,2015_Kingston
15499,2016,Kingston,"Sexual assault, level 1 ",1330,37.0,2016_Kingston
15500,2017,Kingston,"Sexual assault, level 1 ",1330,62.0,2017_Kingston
15501,2018,Kingston,"Sexual assault, level 1 ",1330,61.0,2018_Kingston
15502,2019,Kingston,"Sexual assault, level 1 ",1330,44.0,2019_Kingston
15503,2020,Kingston,"Sexual assault, level 1 ",1330,43.0,2020_Kingston
15504,2021,Kingston,"Sexual assault, level 1 ",1330,44.0,2021_Kingston
15505,2022,Kingston,"Sexual assault, level 1 ",1330,41.0,2022_Kingston
15506,2023,Kingston,"Sexual assault, level 1 ",1330,88.0,2023_Kingston
15507,2013,Kingston,"Sexual assault, level 1 ",1330,30.0,2013_Kingston
15508,2014,Kingston,"Sexual assault, level 1 ",1330,26.0,2014_Kingston
15509,2015,Kingston,"Sexual assault, level 1 ",1330,21.0,2015_Kingston
15510,2016,Kingston,"Sexual assault, level 1 ",1330,27.0,2016_Kingston
15511,2017,Kingston,"Sexual assault, level 1 ",1330,34.0,2017_Kingston
15512,2018,Kingston,"Sexual assault, level 1 ",1330,40.0,2018_Kingston
15513,2019,Kingston,"Sexual assault, level 1 ",1330,33.0,2019_Kingston
15514,2020,Kingston,"Sexual assault, level 1 ",1330,22.0,2020_Kingston
15515,2021,Kingston,"Sexual assault, level 1 ",1330,20.0,2021_Kingston
15516,2022,Kingston,"Sexual assault, level 1 ",1330,25.0,2022_Kingston
15517,2023,Kingston,"Sexual assault, level 1 ",1330,30.0,2023_Kingston
15518,2013,Kingston,"Sexual assault, level 1 ",1330,47.0,2013_Kingston
15519,2014,Kingston,"Sexual assault, level 1 ",1330,39.0,2014_Kingston
15520,2015,Kingston,"Sexual assault, level 1 ",1330,35.0,2015_Kingston
15521,2016,Kingston,"Sexual assault, level 1 ",1330,30.0,2016_Kingston
15522,2017,Kingston,"Sexual assault, level 1 ",1330,58.0,2017_Kingston
15523,2018,Kingston,"Sexual assault, level 1 ",1330,57.0,2018_Kingston
15524,2019,Kingston,"Sexual assault, level 1 ",1330,39.0,2019_Kingston
15525,2020,Kingston,"Sexual assault, level 1 ",1330,40.0,2020_Kingston
15526,2021,Kingston,"Sexual assault, level 1 ",1330,41.0,2021_Kingston
15527,2022,Kingston,"Sexual assault, level 1 ",1330,39.0,2022_Kingston
15528,2023,Kingston,"Sexual assault, level 1 ",1330,68.0,2023_Kingston
15540,2013,Kingston,"Sexual assault, level 1 ",1330,39.0,2013_Kingston
15541,2014,Kingston,"Sexual assault, level 1 ",1330,27.0,2014_Kingston
15542,2015,Kingston,"Sexual assault, level 1 ",1330,27.0,2015_Kingston
15543,2016,Kingston,"Sexual assault, level 1 ",1330,27.0,2016_Kingston
15544,2017,Kingston,"Sexual assault, level 1 ",1330,50.0,2017_Kingston
15545,2018,Kingston,"Sexual assault, level 1 ",1330,50.0,2018_Kingston
15546,2019,Kingston,"Sexual assault, level 1 ",1330,31.0,2019_Kingston
15547,2020,Kingston,"Sexual assault, level 1 ",1330,36.0,2020_Kingston
15548,2021,Kingston,"Sexual assault, level 1 ",1330,34.0,2021_Kingston
15549,2022,Kingston,"Sexual assault, level 1 ",1330,33.0,2022_Kingston
15550,2023,Kingston,"Sexual assault, level 1 ",1330,58.0,2023_Kingston
15562,2013,Kingston,"Sexual assault, level 1 ",1330,8.0,2013_Kingston
15563,2014,Kingston,"Sexual assault, level 1 ",1330,12.0,2014_Kingston
15564,2015,Kingston,"Sexual assault, level 1 ",1330,8.0,2015_Kingston
15565,2016,Kingston,"Sexual assault, level 1 ",1330,3.0,2016_Kingston
15566,2017,Kingston,"Sexual assault, level 1 ",1330,8.0,2017_Kingston
15567,2018,Kingston,"Sexual assault, level 1 ",1330,7.0,2018_Kingston
15568,2019,Kingston,"Sexual assault, level 1 ",1330,8.0,2019_Kingston
15569,2020,Kingston,"Sexual assault, level 1 ",1330,4.0,2020_Kingston
15570,2021,Kingston,"Sexual assault, level 1 ",1330,7.0,2021_Kingston
15571,2022,Kingston,"Sexual assault, level 1 ",1330,6.0,2022_Kingston
15572,2023,Kingston,"Sexual assault, level 1 ",1330,10.0,2023_Kingston
15584,2013,Kingston,"Sexual assault, level 1 ",1330,11.0,2013_Kingston
15585,2014,Kingston,"Sexual assault, level 1 ",1330,2.0,2014_Kingston
15586,2015,Kingston,"Sexual assault, level 1 ",1330,6.0,2015_Kingston
15587,2016,Kingston,"Sexual assault, level 1 ",1330,5.0,2016_Kingston
15588,2017,Kingston,"Sexual assault, level 1 ",1330,11.0,2017_Kingston
15589,2018,Kingston,"Sexual assault, level 1 ",1330,8.0,2018_Kingston
15590,2019,Kingston,"Sexual assault, level 1 ",1330,4.0,2019_Kingston
15591,2020,Kingston,"Sexual assault, level 1 ",1330,1.0,2020_Kingston
15592,2021,Kingston,"Sexual assault, level 1 ",1330,6.0,2021_Kingston
15593,2022,Kingston,"Sexual assault, level 1 ",1330,7.0,2022_Kingston
15594,2023,Kingston,"Sexual assault, level 1 ",1330,11.0,2023_Kingston
15793,2013,Kingston,"Assault, level 3, aggravated ",1410,9.0,2013_Kingston
15794,2014,Kingston,"Assault, level 3, aggravated ",1410,14.0,2014_Kingston
15795,2015,Kingston,"Assault, level 3, aggravated ",1410,4.0,2015_Kingston
15796,2016,Kingston,"Assault, level 3, aggravated ",1410,10.0,2016_Kingston
15797,2017,Kingston,"Assault, level 3, aggravated ",1410,7.0,2017_Kingston
15798,2018,Kingston,"Assault, level 3, aggravated ",1410,10.0,2018_Kingston
15799,2019,Kingston,"Assault, level 3, aggravated ",1410,15.0,2019_Kingston
15800,2020,Kingston,"Assault, level 3, aggravated ",1410,19.0,2020_Kingston
15801,2021,Kingston,"Assault, level 3, aggravated ",1410,8.0,2021_Kingston
15802,2022,Kingston,"Assault, level 3, aggravated ",1410,11.0,2022_Kingston
15803,2023,Kingston,"Assault, level 3, aggravated ",1410,15.0,2023_Kingston
15837,2013,Kingston,"Assault, level 3, aggravated ",1410,,2013_Kingston
15838,2014,Kingston,"Assault, level 3, aggravated ",1410,,2014_Kingston
15839,2015,Kingston,"Assault, level 3, aggravated ",1410,,2015_Kingston
15840,2016,Kingston,"Assault, level 3, aggravated ",1410,,2016_Kingston
15841,2017,Kingston,"Assault, level 3, aggravated ",1410,0.0,2017_Kingston
15842,2018,Kingston,"Assault, level 3, aggravated ",1410,2.0,2018_Kingston
15843,2019,Kingston,"Assault, level 3, aggravated ",1410,0.0,2019_Kingston
15844,2020,Kingston,"Assault, level 3, aggravated ",1410,0.0,2020_Kingston
15845,2021,Kingston,"Assault, level 3, aggravated ",1410,0.0,2021_Kingston
15846,2022,Kingston,"Assault, level 3, aggravated ",1410,0.0,2022_Kingston
15847,2023,Kingston,"Assault, level 3, aggravated ",1410,0.0,2023_Kingston
15859,2013,Kingston,"Assault, level 3, aggravated ",1410,9.0,2013_Kingston
15860,2014,Kingston,"Assault, level 3, aggravated ",1410,11.0,2014_Kingston
15861,2015,Kingston,"Assault, level 3, aggravated ",1410,4.0,2015_Kingston
15862,2016,Kingston,"Assault, level 3, aggravated ",1410,8.0,2016_Kingston
15863,2017,Kingston,"Assault, level 3, aggravated ",1410,2.0,2017_Kingston
15864,2018,Kingston,"Assault, level 3, aggravated ",1410,11.0,2018_Kingston
15865,2019,Kingston,"Assault, level 3, aggravated ",1410,12.0,2019_Kingston
15866,2020,Kingston,"Assault, level 3, aggravated ",1410,16.0,2020_Kingston
15867,2021,Kingston,"Assault, level 3, aggravated ",1410,5.0,2021_Kingston
15868,2022,Kingston,"Assault, level 3, aggravated ",1410,10.0,2022_Kingston
15869,2023,Kingston,"Assault, level 3, aggravated ",1410,13.0,2023_Kingston
15870,2013,Kingston,"Assault, level 3, aggravated ",1410,8.0,2013_Kingston
15871,2014,Kingston,"Assault, level 3, aggravated ",1410,10.0,2014_Kingston
15872,2015,Kingston,"Assault, level 3, aggravated ",1410,4.0,2015_Kingston
15873,2016,Kingston,"Assault, level 3, aggravated ",1410,8.0,2016_Kingston
15874,2017,Kingston,"Assault, level 3, aggravated ",1410,2.0,2017_Kingston
15875,2018,Kingston,"Assault, level 3, aggravated ",1410,11.0,2018_Kingston
15876,2019,Kingston,"Assault, level 3, aggravated ",1410,11.0,2019_Kingston
15877,2020,Kingston,"Assault, level 3, aggravated ",1410,16.0,2020_Kingston
15878,2021,Kingston,"Assault, level 3, aggravated ",1410,5.0,2021_Kingston
15879,2022,Kingston,"Assault, level 3, aggravated ",1410,10.0,2022_Kingston
15880,2023,Kingston,"Assault, level 3, aggravated ",1410,12.0,2023_Kingston
15881,2013,Kingston,"Assault, level 3, aggravated ",1410,1.0,2013_Kingston
15882,2014,Kingston,"Assault, level 3, aggravated ",1410,1.0,2014_Kingston
15883,2015,Kingston,"Assault, level 3, aggravated ",1410,0.0,2015_Kingston
15884,2016,Kingston,"Assault, level 3, aggravated ",1410,0.0,2016_Kingston
15885,2017,Kingston,"Assault, level 3, aggravated ",1410,0.0,2017_Kingston
15886,2018,Kingston,"Assault, level 3, aggravated ",1410,0.0,2018_Kingston
15887,2019,Kingston,"Assault, level 3, aggravated ",1410,1.0,2019_Kingston
15888,2020,Kingston,"Assault, level 3, aggravated ",1410,0.0,2020_Kingston
15889,2021,Kingston,"Assault, level 3, aggravated ",1410,0.0,2021_Kingston
15890,2022,Kingston,"Assault, level 3, aggravated ",1410,0.0,2022_Kingston
15891,2023,Kingston,"Assault, level 3, aggravated ",1410,1.0,2023_Kingston
